idx,bbox_1,bbox_2,bbox_3,bbox_4,bbox_5,bbox_6,bbox_7,bbox_8,bbox_9,bbox_10,bbox_11,bbox_12,bbox_13,bbox_14,bbox_15,bbox_16,bbox_17,bbox_18,bbox_19,bbox_20,bbox_21,bbox_22,bbox_23,bbox_24,bbox_25,bbox_26,bbox_27,bbox_28,source
00027,158.28801843318,131.928571428571,683.264976958525,712.942396313364,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000094342.jpg
00028,173.034562211982,2.15898617511527,1019.48617511521,485.845622119816,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000099186.jpg
00029,10.8225806451614,223.172811059908,8.05760368663596,385.569124423963,226.122119815668,450.269585253456,720,718.841013824885,,,,,,,,,,,,,,,,,,,,,MPII: 000099899.jpg
00030,155.338709677419,845.476958525346,43.4493087557604,252.850230414747,585.937788018433,1172.85023041475,715.891705069124,459.301843317972,,,,,,,,,,,,,,,,,,,,,MPII: 000109154.jpg
00031,110.361751152074,5.29262672811058,408.241935483871,413.771889400922,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000111209.jpg
00032,218.361751152074,100.794930875576,445.016129032258,432.960829493088,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000114595.jpg
00033,1.23732718894013,383.172811059908,176.352534562212,136.536866359447,259.301843317972,607.320276497696,478.65668202765,425.569124423963,,,,,,,,,,,,,,,,,,,,,MPII: 000120361.jpg
00034,217.274193548387,288.057603686636,662.619815668203,220.407834101382,244.002304147465,199.76267281106,400.13133640553,612.481566820277,854.324884792627,559.578341013825,639.209677419355,497.642857142857,,,,,,,,,,,,,,,,,MPII: 000124344.jpg
00035,1051.19124423963,109.163594470046,1303.35714285714,954.140552995392,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000128443.jpg
00036,545.753456221198,189.071428571429,853.218894009217,627.043778801843,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000131987.jpg
00037,5.66129032258068,288.794930875576,99.6705069124424,107.043778801843,250.453917050691,403.81797235023,466.859447004608,401.97465437788,,,,,,,,,,,,,,,,,,,,,MPII: 000135363.jpg
00038,1245.84562211982,25.1082949308754,1759.02534562212,1073.58755760369,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000142573.jpg
00039,273.311059907834,1,686.214285714286,718.841013824885,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000142834.jpg
00040,240.86866359447,167.320276497696,668.518433179724,720,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000144722.jpg
00041,342.251152073733,107.228110599078,541.329493087558,627.043778801843,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000147382.jpg
00042,397.18202764977,615.430875576037,892.665898617512,244.002304147465,252.850230414747,258.748847926267,524.002304147466,733.403225806452,1034.23271889401,683.44930875576,633.311059907834,651.006912442396,,,,,,,,,,,,,,,,,MPII: 000156511.jpg
00043,630.177419354839,182.066820276498,866.122119815668,450.453917050691,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000165249.jpg
00044,506.306451612903,2.15898617511527,1273.1267281106,718.841013824885,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000170503.jpg
00045,692.297235023041,1166.76728110599,442.619815668203,409.440092165899,811.744239631336,1402.34331797235,913.771889400922,1049.80875576037,,,,,,,,,,,,,,,,,,,,,MPII: 000172482.jpg
00046,435.523041474654,40.5,1022.43548387097,712.942396313364,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000187274.jpg
00047,78.2258064516129,37.741935483871,725.612903225806,466.709677419355,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000199214.jpg
00048,683.264976958525,31.6520737327189,789.440092165899,462.251152073733,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000208064.jpg
00049,533.587557603686,118.011520737327,1440.5,1007.22811059908,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000208151.jpg
00050,730.453917050691,969.347926267281,300.039170506912,137.827188940092,886.767281105991,1249.53225806452,603.81797235023,715.891705069124,,,,,,,,,,,,,,,,,,,,,MPII: 000214092.jpg
00051,397.18202764977,75.8917050691244,898.564516129032,718.841013824885,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000234747.jpg
00052,385.384792626728,182.066820276498,562.34331797235,715.891705069124,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000245459.jpg
00053,255.615207373272,31.6520737327189,677.366359447005,712.942396313364,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000249545.jpg
00054,595.523041474654,175.523041474654,1312.20506912442,1078.01152073733,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000252176.jpg
00055,405.292626728111,7.41244239631328,1099.85483870968,932.020737327189,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000252755.jpg
00056,299.854838709677,813.034562211982,420.960829493088,415.062211981567,388.334101382489,889.716589861751,562.527649769585,571.375576036866,,,,,,,,,,,,,,,,,,,,,MPII: 000263216.jpg
00057,506.306451612903,241.052995391705,721.60599078341,630.361751152074,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000267099.jpg
00058,281.421658986175,184.370967741935,1506.85944700461,1069.16359447005,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000272874.jpg
00059,120.684331797235,409.716589861751,233.864055299539,118.841013824885,414.140552995392,529.163594470046,428.518433179724,419.670506912442,,,,,,,,,,,,,,,,,,,,,MPII: 000275100.jpg
00060,541.698156682028,61.1451612903227,854.324884792627,671.652073732719,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000298013.jpg
00061,604.370967741935,91.4677419354839,1303.35714285714,1064.73963133641,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000302087.jpg
00062,618.380184331797,155.523041474654,1013.58755760369,712.942396313364,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000312165.jpg
00063,255.615207373272,8.05760368663596,872.020737327189,712.942396313364,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000316731.jpg
00064,210.638248847926,560.13133640553,409.993087557604,361.329493087558,387.596774193548,768.057603686636,613.495391705069,732.942396313364,,,,,,,,,,,,,,,,,,,,,MPII: 000321826.jpg
00065,447.320276497696,43.4493087557604,866.122119815668,712.942396313364,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000324793.jpg
00066,485.661290322581,730.453917050691,161.421658986175,279.39400921659,680.315668202765,1084.37096774194,712.942396313364,715.891705069124,,,,,,,,,,,,,,,,,,,,,MPII: 000336238.jpg
00067,139.854838709677,684.002304147465,197.642857142857,206.490783410138,679.578341013825,1042.34331797235,1060.31566820277,1033.77188940092,,,,,,,,,,,,,,,,,,,,,MPII: 000337885.jpg
00068,300.58064516129,46.6774193548387,422.58064516129,452.032258064516,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000338399.jpg
00069,337.458525345622,386.122119815668,92.2972350230415,146.859447004608,512.942396313364,461.329493087558,372.481566820277,323.81797235023,,,,,,,,,,,,,,,,,,,,,MPII: 000338785.jpg
00070,465.016129032258,43.4493087557604,936.905529953917,621.513824884793,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000346846.jpg
00071,635.338709677419,78.1958525345622,1024.64746543779,843.541474654378,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000350466.jpg
00072,259.301843317972,546.859447004608,843.264976958525,1511.28341013825,449.808755760369,131.283410138249,418.841013824885,405.569124423963,586.675115207373,1064.46313364055,1290.08525345622,1920,1051.46774193548,962.988479262673,923.172811059908,1078.01152073733,,,,,,,,,,,,,MPII: 000351085.jpg
00073,192.942396313364,112.942396313364,362.527649769585,419.670506912442,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000354899.jpg
00074,301.917050691244,64.1290322580644,471.755760368664,405.672811059908,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000360424.jpg
00075,105.200460829493,22.8041474654378,305.753456221198,370.822580645161,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000361586.jpg
00076,111.836405529954,471.652073732719,263.357142857143,278.103686635945,175.246543778802,518.841013824885,425.569124423963,415.246543778802,,,,,,,,,,,,,,,,,,,,,MPII: 000364670.jpg
00077,438.472350230415,55.2465437788019,751.099078341014,683.44930875576,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000365631.jpg
00078,251.400921658986,144.811059907834,466.889400921659,408.520737327189,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000371966.jpg
00079,193.679723502304,34.6013824884793,606.582949308756,720,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000374509.jpg
00080,255.615207373272,594.785714285714,515.338709677419,244.002304147465,453.218894009217,789.440092165899,712.942396313364,659.854838709677,,,,,,,,,,,,,,,,,,,,,MPII: 000377819.jpg
00081,391.283410138249,19.8548387096776,1046.02995391705,718.841013824885,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000381992.jpg
00082,197.366359447005,5.29262672811058,389.071428571429,227.965437788019,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000383029.jpg
00083,297.642857142857,43.6336405529954,591.099078341014,310.546082949309,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000391837.jpg
00084,553.495391705069,31.6520737327189,759.947004608295,689.347926267281,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000392606.jpg
00085,361.790322580645,854.324884792627,58.1958525345623,179.117511520737,845.476958525346,1178.74884792627,712.942396313364,597.91935483871,,,,,,,,,,,,,,,,,,,,,MPII: 000392932.jpg
00086,164.186635944701,40.5,877.91935483871,718.841013824885,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000402528.jpg
00087,781.329493087557,1183.91013824885,277.274193548387,228.610599078341,1157.366359447,1661.69815668203,967.412442396314,799.301843317972,,,,,,,,,,,,,,,,,,,,,MPII: 000406059.jpg
00088,243.08064516129,67.2281105990783,415.615207373272,472.758064516129,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000410145.jpg
00089,264.463133640553,105.384792626728,815.983870967742,715.891705069124,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000412715.jpg
00090,138.380184331797,28.8870967741935,479.02534562212,477.18202764977,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000418744.jpg
00091,679.578341013825,11.8364055299539,1175.06221198157,989.532258064516,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000419716.jpg
00092,258.472350230415,113.587557603687,349.716589861751,360.776497695853,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000428176.jpg
00093,87.504608294931,585.937788018433,131.928571428571,140.776497695853,674.417050691244,1057.82718894009,712.942396313364,712.942396313364,,,,,,,,,,,,,,,,,,,,,MPII: 000435958.jpg
00094,293.218894009217,3.81797235023038,555.707373271889,407.873271889401,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000436327.jpg
00095,550.546082949309,8.05760368663596,992.942396313364,645.108294930876,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000437064.jpg
00096,131.744239631336,577.089861751152,99.4861751152074,120.13133640553,559.39400921659,1225.93778801843,715.891705069124,712.942396313364,,,,,,,,,,,,,,,,,,,,,MPII: 000437368.jpg
00097,122.158986175115,1179.48617511521,179.947004608295,113.587557603687,785.753456221198,1710.36175115207,847.965437788019,1078.01152073733,,,,,,,,,,,,,,,,,,,,,MPII: 000437398.jpg
00098,503.357142857143,49.3479262672811,715.70737327189,701.145161290323,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000440161.jpg
00099,600.684331797235,836.629032258065,341.145161290323,137.827188940092,167.320276497696,155.523041474654,786.490783410138,1128.61059907834,594.785714285714,556.629032258065,562.527649769585,406.214285714286,,,,,,,,,,,,,,,,,MPII: 000448169.jpg
00100,276.260368663595,152.573732718894,1051.92857142857,577.274193548387,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000460055.jpg
00101,712.758064516129,140.776497695853,966.398617511521,718.841013824885,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000460994.jpg
00102,11.3225806451613,253.354838709677,481.612903225807,700.032258064516,72.2580645161291,60.4516129032257,54.5483870967741,97.8387096774193,154.967741935484,397,585.903225806452,814.161290322581,154.903225806452,172.612903225806,263.129032258064,190.322580645161,,,,,,,,,,,,,MPII: 000463202.jpg
00103,355.891705069124,839.578341013825,84.7396313364056,11.0069124423962,609.532258064516,1057.82718894009,709.993087557604,715.891705069124,,,,,,,,,,,,,,,,,,,,,MPII: 000464448.jpg
00104,178.933179723502,727.504608294931,818.933179723502,1051.92857142857,232.205069124424,258.748847926267,267.596774193548,300.039170506912,276.260368663595,810.085253456221,907.412442396313,1231.83640552995,518.28801843318,444.555299539171,482.896313364055,538.933179723502,,,,,,,,,,,,,MPII: 000479982.jpg
00105,450.269585253456,8.05760368663596,821.882488479263,630.361751152074,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000493998.jpg
00106,459.117511520737,93.5875576036867,695.062211981567,656.905529953917,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000502550.jpg
00107,136.297235023041,38.2695852534562,538.804147465438,475.947004608295,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000506158.jpg
00108,600.684331797235,5.10829493087567,1069.62442396313,544.831797235023,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000506711.jpg
00109,2.76728110599086,229.163594470046,459.246543778802,369.735023041475,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000521252.jpg
00110,1121.97465437788,166.675115207373,1674.97004608295,936.44470046083,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000522961.jpg
00111,364.739631336406,727.504608294931,5.10829493087567,90.6382488479262,724.555299539171,992.942396313364,718.841013824885,712.942396313364,,,,,,,,,,,,,,,,,,,,,MPII: 000531348.jpg
00112,887.504608294931,653.311059907834,1365.29262672811,1078.01152073733,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000532419.jpg
00113,5.66129032258068,142.435483870968,638.28801843318,261.882488479263,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000533914.jpg
00114,406.029953917051,84.7396313364056,733.403225806452,677.55069124424,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000534899.jpg
00115,515.891705069124,118.011520737327,1029.07142857143,1042.6198156682,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000550580.jpg
00116,26.3064516129033,126.582949308756,452.481566820276,495.246543778802,104.094470046083,61.3294930875577,264.831797235023,148.334101382489,120.684331797235,328.610599078341,555.707373271889,616.168202764977,396.07603686636,475.707373271889,478.65668202765,475.707373271889,,,,,,,,,,,,,MPII: 000552212.jpg
00117,856.536866359447,330.361751152074,1502.43548387097,1078.01152073733,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000559416.jpg
00118,308.702764976959,473.864055299539,618.380184331797,786.490783410138,46.3986175115208,111.283410138249,93.5875576036866,161.421658986175,494.509216589862,739.301843317972,768.794930875576,1051.92857142857,609.716589861751,718.841013824885,712.942396313364,712.942396313364,,,,,,,,,,,,,MPII: 000563131.jpg
00119,511.467741935484,113.587557603687,1559.94700460829,954.140552995392,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000563328.jpg
00120,175.983870967742,55.0622119815669,600.684331797235,69.9930875576038,61.1451612903226,229.255760368664,293.956221198157,125.845622119816,848.426267281106,364.923963133641,353.126728110599,530.085253456221,,,,,,,,,,,,,,,,,MPII: 000565210.jpg
00121,300.592165898618,77.5506912442396,480.5,360.684331797235,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000568822.jpg
00122,276.979262672811,22.6382488479263,570.066820276498,431.006912442396,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000572093.jpg
00123,288.057603686636,49.3479262672811,880.86866359447,715.891705069124,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000575326.jpg
00124,785.753456221198,56.0760368663593,1108.70276497696,1073.58755760369,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000575866.jpg
00125,608.794930875576,38.3801843317972,1108.70276497696,1064.73963133641,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000577066.jpg
00126,889.716589861751,196.8133640553,1119.76267281106,562.527649769585,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000580377.jpg
00127,706.122119815668,264.002304147465,1599.76267281106,896.629032258065,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000584160.jpg
00128,397.18202764977,818.933179723502,126.029953917051,84.7396313364055,562.34331797235,998.841013824885,479.947004608295,379.670506912442,,,,,,,,,,,,,,,,,,,,,MPII: 000586473.jpg
00129,49.1635944700461,1007.68894009217,19.8548387096776,270.546082949309,267.412442396313,1137.45852534562,712.942396313364,718.841013824885,,,,,,,,,,,,,,,,,,,,,MPII: 000593350.jpg
00130,436.260368663594,7.41244239631328,1281.23732718894,1069.16359447005,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000594176.jpg
00131,426.675115207373,93.5875576036867,671.467741935484,465.200460829493,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000602204.jpg
00132,471.652073732719,480.776497695853,1113.1267281106,1069.16359447005,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000604704.jpg
00133,2.71198156682031,238.65668202765,399.39400921659,229.808755760369,160.13133640553,164.555299539171,70.1774193548388,123.264976958525,63.1728110599079,353.679723502304,577.827188940092,369.900921658986,382.804147465438,390.177419354839,406.398617511521,344.463133640553,,,,,,,,,,,,,MPII: 000607062.jpg
00134,1034.23271889401,167.320276497696,1214.14055299539,515.338709677419,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000608753.jpg
00135,184.094470046083,1108.70276497696,387.873271889401,317.089861751152,502.619815668203,1382.98847926267,816.997695852535,790.453917050691,,,,,,,,,,,,,,,,,,,,,MPII: 000612865.jpg
00136,240.13133640553,20.0391705069124,372.850230414747,477.18202764977,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000618382.jpg
00137,1144.09447004608,25.1082949308754,1551.09907834101,458.65668202765,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000628555.jpg
00138,541.698156682028,52.2972350230416,860.223502304148,707.043778801843,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000637904.jpg
00139,367.688940092166,438.472350230415,922.158986175115,25.7534562211981,22.8041474654378,25.7534562211981,674.417050691244,1075.52304147465,1099.11751152074,712.942396313364,712.942396313364,326.582949308756,,,,,,,,,,,,,,,,,MPII: 000638587.jpg
00140,467.965437788018,524.002304147466,830.730414746544,1060.77649769585,111.283410138249,140.776497695853,90.6382488479262,305.937788018433,686.214285714286,789.440092165899,1087.3202764977,1270.17741935484,715.891705069124,715.891705069124,718.841013824885,677.55069124424,,,,,,,,,,,,,MPII: 000644944.jpg
00141,506.306451612903,87.6889400921659,748.149769585254,674.601382488479,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000646436.jpg
00142,155.338709677419,597.735023041475,96.536866359447,75.8917050691243,541.698156682028,1116.8133640553,720,718.841013824885,,,,,,,,,,,,,,,,,,,,,MPII: 000648808.jpg
00143,355.891705069124,680.315668202765,55.2465437788019,16.905529953917,695.062211981567,960.5,645.108294930876,524.1866359447,,,,,,,,,,,,,,,,,,,,,MPII: 000648952.jpg
00144,629.255760368664,27.8732718894009,1193.31105990783,787.688940092166,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000651632.jpg
00145,771.744239631336,81.7903225806451,1276.07603686636,718.841013824885,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000678817.jpg
00146,31.4677419354839,246.767281105991,329.347926267281,615.430875576037,762.896313364055,863.172811059908,179.117511520737,99.4861751152073,211.559907834101,347.228110599078,261.698156682028,373.771889400922,122.896313364055,352.942396313364,426.675115207373,751.099078341014,857.274193548387,998.841013824885,412.112903225806,412.112903225806,394.417050691244,698.195852534562,515.338709677419,692.297235023041,,,,,MPII: 000687796.jpg
00147,158.28801843318,5.10829493087567,633.126728110599,695.246543778802,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000692010.jpg
00148,262.251152073733,24.463133640553,514.417050691244,477.18202764977,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000695213.jpg
00149,129.341013824885,284.552995391705,179.470046082949,42.3410138248847,364.41935483871,438.258064516129,477.838709677419,477.838709677419,,,,,,,,,,,,,,,,,,,,,MPII: 000695759.jpg
00150,568.979262672811,95.8917050691243,807.873271889401,918.748847926267,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000698226.jpg
00151,456.168202764977,936.905529953917,356.076036866359,34.6013824884792,925.108294930876,1105.01612903226,709.993087557604,698.195852534562,,,,,,,,,,,,,,,,,,,,,MPII: 000699079.jpg
00152,141.193548387097,221.870967741936,400.935483870968,154.903225806452,135.225806451613,156.870967741935,233.677419354839,343.870967741935,615.41935483871,359.548387096774,475.645161290322,473.677419354839,,,,,,,,,,,,,,,,,MPII: 000708647.jpg
00153,538.011520737327,51.6520737327189,878.65668202765,1047.04377880184,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000709181.jpg
00154,475.709677419355,136.161290322581,770.870967741935,429.354838709677,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000709653.jpg
00155,364.739631336406,114.232718894009,756.997695852535,630.361751152074,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000713002.jpg
00156,66.8594470046083,403.08064516129,320.684331797235,311.836405529954,450.269585253456,754.048387096774,485.845622119816,462.251152073733,,,,,,,,,,,,,,,,,,,,,MPII: 000719296.jpg
00157,420.776497695853,518.103686635945,359.02534562212,485.845622119816,535.799539170507,683.264976958525,701.145161290323,715.891705069124,,,,,,,,,,,,,,,,,,,,,MPII: 000721995.jpg
00158,633.126728110599,898.564516129032,120.13133640553,146.675115207373,948.702764976959,1276.07603686636,712.942396313364,715.891705069124,,,,,,,,,,,,,,,,,,,,,MPII: 000725243.jpg
00159,53.3410138248848,190.635944700461,224.516129032258,433.258064516129,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000731049.jpg
00160,122.896313364055,807.135944700461,5.10829493087567,2.15898617511516,358.841013824885,1004.73963133641,712.942396313364,712.942396313364,,,,,,,,,,,,,,,,,,,,,MPII: 000735304.jpg
00161,471.652073732719,551.559907834102,1170.63824884793,701.97465437788,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000735783.jpg
00162,7.873271889401,335.430875576037,1010.63824884793,603.81797235023,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000742031.jpg
00163,357.18202764977,14.6013824884792,1352.57373271889,1066.39861751152,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000746314.jpg
00164,246.029953917051,37.7350230414746,452.481566820276,475.707373271889,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000754109.jpg
00165,322.225806451613,40.7741935483871,619.354838709677,475.645161290322,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000756287.jpg
00166,503.357142857143,19.8548387096776,703.910138248848,704.094470046083,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000759142.jpg
00167,975.983870967742,175.523041474654,1338.74884792627,856.8133640553,,,,,,,,,,,,,,,,,,,,,,,,,MPII: 000766403.jpg
